case_id,sweep_family,case_label,ambiguity_amount,ambiguity_units,parameter_summary,shift_semitones,algorithm_disagreement,mean_composite_stress,min_composite_stress,max_composite_stress,algorithm_spread
critical_two_oscillators_0_0hz,critical_two_oscillators,440 + 440,0.0,Hz separation,"{""frequencies_hz"": ""440,440"", ""separation_hz"": 0.0}",7,0.04724801096324006,0.30928366416427894,0.08050523065398661,0.5780844512055463,0.4975792205515597
critical_two_oscillators_0_0hz,critical_two_oscillators,440 + 440,0.0,Hz separation,"{""frequencies_hz"": ""440,440"", ""separation_hz"": 0.0}",12,0.029979594747170733,0.2879209956486167,0.0798319057590759,0.4765635923208875,0.3967316865618116
critical_two_oscillators_0_2hz,critical_two_oscillators,440 + 440.2,0.2,Hz separation,"{""frequencies_hz"": ""440,440.2"", ""separation_hz"": 0.2}",-12,0.026472985960440253,0.2657381958324878,0.07304344763605174,0.45845708072071556,0.3854136330846638
critical_two_oscillators_0_2hz,critical_two_oscillators,440 + 440.2,0.2,Hz separation,"{""frequencies_hz"": ""440,440.2"", ""separation_hz"": 0.2}",3,0.020137127469226038,0.26075544500042036,0.022471235708613396,0.39149994906287516,0.3690287133542618
critical_two_oscillators_0_2hz,critical_two_oscillators,440 + 440.2,0.2,Hz separation,"{""frequencies_hz"": ""440,440.2"", ""separation_hz"": 0.2}",7,0.02768846150416867,0.25197081503524005,0.07517463320287897,0.4419606637456506,0.3667860305427716
critical_two_oscillators_0_2hz,critical_two_oscillators,440 + 440.2,0.2,Hz separation,"{""frequencies_hz"": ""440,440.2"", ""separation_hz"": 0.2}",12,0.027325933840364105,0.2837023392939508,0.09064249887775122,0.46317647249266086,0.37253397361490964
critical_two_oscillators_0_5hz,critical_two_oscillators,440 + 440.5,0.5,Hz separation,"{""frequencies_hz"": ""440,440.5"", ""separation_hz"": 0.5}",-12,0.058983939179977435,0.34096554099996995,0.07000389485151959,0.6403245323101591,0.5703206374586395
critical_two_oscillators_0_5hz,critical_two_oscillators,440 + 440.5,0.5,Hz separation,"{""frequencies_hz"": ""440,440.5"", ""separation_hz"": 0.5}",3,0.020211548834200642,0.2600489009053622,0.019856653160963054,0.376274063761308,0.35641741060034493
critical_two_oscillators_0_5hz,critical_two_oscillators,440 + 440.5,0.5,Hz separation,"{""frequencies_hz"": ""440,440.5"", ""separation_hz"": 0.5}",7,0.044391689873233775,0.2907148029447194,0.07285152704042902,0.5471653804289397,0.4743138533885107
critical_two_oscillators_0_5hz,critical_two_oscillators,440 + 440.5,0.5,Hz separation,"{""frequencies_hz"": ""440,440.5"", ""separation_hz"": 0.5}",12,0.030298832221687638,0.2816545592926665,0.07401841175100739,0.4766962110900524,0.402677799339045
critical_two_oscillators_1_0hz,critical_two_oscillators,440 + 441,1.0,Hz separation,"{""frequencies_hz"": ""440,441"", ""separation_hz"": 1.0}",-12,0.06380044836177545,0.3456331080090441,0.06895065703380238,0.6760037240745477,0.6070530670407452
critical_two_oscillators_1_0hz,critical_two_oscillators,440 + 441,1.0,Hz separation,"{""frequencies_hz"": ""440,441"", ""separation_hz"": 1.0}",3,0.01845858072433823,0.2509500244119687,0.02130671335870155,0.37247050088316946,0.3511637875244679
critical_two_oscillators_1_0hz,critical_two_oscillators,440 + 441,1.0,Hz separation,"{""frequencies_hz"": ""440,441"", ""separation_hz"": 1.0}",7,0.04872199270808217,0.3059936472458796,0.073065252729555,0.5723925877429991,0.49932733501344406
critical_two_oscillators_1_0hz,critical_two_oscillators,440 + 441,1.0,Hz separation,"{""frequencies_hz"": ""440,441"", ""separation_hz"": 1.0}",12,0.03155354794405716,0.28575870444112556,0.07367055454410805,0.4825492429132027,0.4088786883690947
critical_two_oscillators_1_5hz,critical_two_oscillators,440 + 441.5,1.5,Hz separation,"{""frequencies_hz"": ""440,441.5"", ""separation_hz"": 1.5}",-12,0.06698352295573298,0.3544888628621424,0.07051010311452459,0.6874213709504038,0.6169112678358792
critical_two_oscillators_1_5hz,critical_two_oscillators,440 + 441.5,1.5,Hz separation,"{""frequencies_hz"": ""440,441.5"", ""separation_hz"": 1.5}",3,0.031177643492515915,0.2990144589867775,0.020551859359638148,0.496876281915642,0.4763244225560038
critical_two_oscillators_1_5hz,critical_two_oscillators,440 + 441.5,1.5,Hz separation,"{""frequencies_hz"": ""440,441.5"", ""separation_hz"": 1.5}",7,0.03832163576012112,0.27834533774823267,0.07331991221621152,0.5040995644074202,0.4307796521912087
critical_two_oscillators_1_5hz,critical_two_oscillators,440 + 441.5,1.5,Hz separation,"{""frequencies_hz"": ""440,441.5"", ""separation_hz"": 1.5}",12,0.025289216900901176,0.2699338515382322,0.07690783018208665,0.4335707461973953,0.35666291601530864
critical_two_oscillators_2_0hz,critical_two_oscillators,440 + 442,2.0,Hz separation,"{""frequencies_hz"": ""440,442"", ""separation_hz"": 2.0}",-12,0.0698350657817573,0.35794543720146255,0.06703222377446731,0.6936417512548592,0.6266095274803919
critical_two_oscillators_2_0hz,critical_two_oscillators,440 + 442,2.0,Hz separation,"{""frequencies_hz"": ""440,442"", ""separation_hz"": 2.0}",3,0.02959357484643779,0.31082682980730236,0.020810305867506963,0.47061906262291764,0.44980875675541065
critical_two_oscillators_2_0hz,critical_two_oscillators,440 + 442,2.0,Hz separation,"{""frequencies_hz"": ""440,442"", ""separation_hz"": 2.0}",7,0.035984886362463206,0.29063476585214687,0.07421865037893681,0.5048674301484876,0.43064877976955074
critical_two_oscillators_2_0hz,critical_two_oscillators,440 + 442,2.0,Hz separation,"{""frequencies_hz"": ""440,442"", ""separation_hz"": 2.0}",12,0.04001884489779948,0.30292466869431944,0.061779839547563054,0.5229913750957361,0.46121153554817307
critical_two_oscillators_2_5hz,critical_two_oscillators,440 + 442.5,2.5,Hz separation,"{""frequencies_hz"": ""440,442.5"", ""separation_hz"": 2.5}",-12,0.06763583807455942,0.35668223722083386,0.0714907911086519,0.6901808908770669,0.618690099768415
critical_two_oscillators_2_5hz,critical_two_oscillators,440 + 442.5,2.5,Hz separation,"{""frequencies_hz"": ""440,442.5"", ""separation_hz"": 2.5}",3,0.025289167975727514,0.2829754397086878,0.021112970226290065,0.4404007529256835,0.41928778269939343
critical_two_oscillators_2_5hz,critical_two_oscillators,440 + 442.5,2.5,Hz separation,"{""frequencies_hz"": ""440,442.5"", ""separation_hz"": 2.5}",7,0.044692098994112,0.29378914747098656,0.07407026709529362,0.551995962880777,0.4779256957854834
critical_two_oscillators_2_5hz,critical_two_oscillators,440 + 442.5,2.5,Hz separation,"{""frequencies_hz"": ""440,442.5"", ""separation_hz"": 2.5}",12,0.03340621154265174,0.2956379606178907,0.07844327304964754,0.4833270687373867,0.40488379568773913
critical_two_oscillators_3_0hz,critical_two_oscillators,440 + 443,3.0,Hz separation,"{""frequencies_hz"": ""440,443"", ""separation_hz"": 3.0}",-12,0.05456626253899641,0.32952609440346714,0.06801746718191458,0.6223046456359311,0.5542871784540165
critical_two_oscillators_3_0hz,critical_two_oscillators,440 + 443,3.0,Hz separation,"{""frequencies_hz"": ""440,443"", ""separation_hz"": 3.0}",3,0.04479711195567129,0.33906591676971254,0.02041542003456947,0.5937948603420896,0.5733794403075202
critical_two_oscillators_3_0hz,critical_two_oscillators,440 + 443,3.0,Hz separation,"{""frequencies_hz"": ""440,443"", ""separation_hz"": 3.0}",7,0.048791180577804516,0.30748155240660485,0.0745989705979913,0.5752191692911868,0.5006201986931955
critical_two_oscillators_3_0hz,critical_two_oscillators,440 + 443,3.0,Hz separation,"{""frequencies_hz"": ""440,443"", ""separation_hz"": 3.0}",12,0.02940023867457473,0.28388081526220027,0.07824979682262183,0.4603788579158081,0.3821290610931863
critical_vibrato_depth_0_0st,critical_vibrato_depth,0 semitones,0.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 0.0, ""rate_hz"": 5.5}",-12,0.0662607942337173,0.36210751291793,0.08022034976380166,0.687077127835313,0.6068567780715114
critical_vibrato_depth_0_0st,critical_vibrato_depth,0 semitones,0.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 0.0, ""rate_hz"": 5.5}",3,0.03048671167223371,0.3070631209942395,0.027914152047051707,0.49244354205375584,0.4645293900067041
critical_vibrato_depth_0_0st,critical_vibrato_depth,0 semitones,0.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 0.0, ""rate_hz"": 5.5}",7,0.05049448339996777,0.31786062156523454,0.08331870989976015,0.5947233793989736,0.5114046694992134
critical_vibrato_depth_0_0st,critical_vibrato_depth,0 semitones,0.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 0.0, ""rate_hz"": 5.5}",12,0.0299832199152162,0.28957181457692366,0.08130675136363529,0.47778380333833503,0.39647705197469973
critical_vibrato_depth_0_25st,critical_vibrato_depth,0.25 semitones,0.25,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 0.25, ""rate_hz"": 5.5}",-12,0.02791708061210854,0.27906447991760475,0.08111511244005416,0.4660002542019536,0.3848851417618995
critical_vibrato_depth_0_25st,critical_vibrato_depth,0.25 semitones,0.25,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 0.25, ""rate_hz"": 5.5}",3,0.046428419490379326,0.36092045525557226,0.03343083493620756,0.6125629148126926,0.5791320798764851
critical_vibrato_depth_0_25st,critical_vibrato_depth,0.25 semitones,0.25,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 0.25, ""rate_hz"": 5.5}",7,0.02474810518860872,0.254498273054887,0.08822885416291788,0.44994495070295537,0.3617160965400375
critical_vibrato_depth_0_25st,critical_vibrato_depth,0.25 semitones,0.25,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 0.25, ""rate_hz"": 5.5}",12,0.03259174009389886,0.3336392710842154,0.14283483247805334,0.5360630887833923,0.3932282563053389
critical_vibrato_depth_0_5st,critical_vibrato_depth,0.5 semitones,0.5,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 0.5, ""rate_hz"": 5.5}",-12,0.028132779456744188,0.28059832363815285,0.0802529744765897,0.48630810581567535,0.40605513133908566
critical_vibrato_depth_0_5st,critical_vibrato_depth,0.5 semitones,0.5,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 0.5, ""rate_hz"": 5.5}",3,0.04505396607923297,0.3595419714481952,0.034035468301734526,0.6098981607033341,0.5758626924015996
critical_vibrato_depth_0_5st,critical_vibrato_depth,0.5 semitones,0.5,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 0.5, ""rate_hz"": 5.5}",7,0.02965814269306491,0.2720560317743581,0.09335853068913569,0.4498392903308484,0.3564807596417127
critical_vibrato_depth_0_5st,critical_vibrato_depth,0.5 semitones,0.5,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 0.5, ""rate_hz"": 5.5}",12,0.03004860220184224,0.3442434825519006,0.16959461784569163,0.5399178671259203,0.37032324928022864
critical_vibrato_depth_0_75st,critical_vibrato_depth,0.75 semitones,0.75,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 0.75, ""rate_hz"": 5.5}",-12,0.033288812080957436,0.30128207697530435,0.08451429823477608,0.5214462646792605,0.4369319664444844
critical_vibrato_depth_0_75st,critical_vibrato_depth,0.75 semitones,0.75,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 0.75, ""rate_hz"": 5.5}",3,0.031465724074511384,0.32553404557651755,0.03789631460678643,0.5095304741479579,0.4716341595411715
critical_vibrato_depth_0_75st,critical_vibrato_depth,0.75 semitones,0.75,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 0.75, ""rate_hz"": 5.5}",7,0.03621184741684206,0.29863682888029575,0.09997593479959888,0.49764972228960724,0.39767378749000837
critical_vibrato_depth_0_75st,critical_vibrato_depth,0.75 semitones,0.75,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 0.75, ""rate_hz"": 5.5}",12,0.02898188171376625,0.34763013414439026,0.1756322826455254,0.5388805984346797,0.3632483157891543
critical_vibrato_depth_1_0st,critical_vibrato_depth,1 semitones,1.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.0, ""rate_hz"": 5.5}",-12,0.0694224331722557,0.3844145043557776,0.08547375233743087,0.7147389659845512,0.6292652136471204
critical_vibrato_depth_1_0st,critical_vibrato_depth,1 semitones,1.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.0, ""rate_hz"": 5.5}",3,0.031002607331807555,0.3283632364088022,0.04007723703935246,0.49071265726377616,0.4506354202244237
critical_vibrato_depth_1_0st,critical_vibrato_depth,1 semitones,1.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.0, ""rate_hz"": 5.5}",7,0.03248229611314847,0.29029463206158856,0.1064651750789296,0.5070225236371719,0.4005573485582423
critical_vibrato_depth_1_0st,critical_vibrato_depth,1 semitones,1.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.0, ""rate_hz"": 5.5}",12,0.02160973214660588,0.3422865142573639,0.1892337425398026,0.505664339374193,0.31643059683439034
critical_vibrato_depth_1_25st,critical_vibrato_depth,1.25 semitones,1.25,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.25, ""rate_hz"": 5.5}",-12,0.061247597975475535,0.37383791736608174,0.0907773589207163,0.6838936606571874,0.5931163017364711
critical_vibrato_depth_1_25st,critical_vibrato_depth,1.25 semitones,1.25,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.25, ""rate_hz"": 5.5}",3,0.0377919585051409,0.33616941855299354,0.040864747208805736,0.5860924140184363,0.5452276668096305
critical_vibrato_depth_1_25st,critical_vibrato_depth,1.25 semitones,1.25,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.25, ""rate_hz"": 5.5}",7,0.039585508786076216,0.30829047821979505,0.11141814198176216,0.5701235824466896,0.45870544046492745
critical_vibrato_depth_1_25st,critical_vibrato_depth,1.25 semitones,1.25,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.25, ""rate_hz"": 5.5}",12,0.024403039965195057,0.35973054198521603,0.19333806631799288,0.5268926510186823,0.33355458470068944
critical_vibrato_depth_1_5st,critical_vibrato_depth,1.5 semitones,1.5,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.5, ""rate_hz"": 5.5}",-12,0.04130651257959374,0.3315987509034972,0.09512126878640707,0.6023145164183374,0.5071932476319304
critical_vibrato_depth_1_5st,critical_vibrato_depth,1.5 semitones,1.5,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.5, ""rate_hz"": 5.5}",3,0.04281526155728767,0.3553634231257877,0.04055976152531587,0.6179126837316621,0.5773529222063463
critical_vibrato_depth_1_5st,critical_vibrato_depth,1.5 semitones,1.5,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.5, ""rate_hz"": 5.5}",7,0.03054663062696595,0.2902808549358414,0.11674773001326415,0.49548485218492794,0.3787371221716638
critical_vibrato_depth_1_5st,critical_vibrato_depth,1.5 semitones,1.5,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 1.5, ""rate_hz"": 5.5}",12,0.02340128131229287,0.36329887365518804,0.19953306822282654,0.5513443851248075,0.351811316901981
critical_vibrato_depth_2_0st,critical_vibrato_depth,2 semitones,2.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 2.0, ""rate_hz"": 5.5}",-12,0.028919957055708115,0.3110680608449292,0.10207317993313798,0.516690667675448,0.41461748774231005
critical_vibrato_depth_2_0st,critical_vibrato_depth,2 semitones,2.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 2.0, ""rate_hz"": 5.5}",3,0.03512920735251365,0.3458532116804039,0.03911811608239212,0.5071093305744606,0.4679912144920685
critical_vibrato_depth_2_0st,critical_vibrato_depth,2 semitones,2.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 2.0, ""rate_hz"": 5.5}",7,0.024587070557202446,0.37583082423796943,0.1250715627736656,0.55298007913396,0.42790851636029437
critical_vibrato_depth_2_0st,critical_vibrato_depth,2 semitones,2.0,semitones,"{""base_hz"": 440.0, ""depth_semitones"": 2.0, ""rate_hz"": 5.5}",12,0.02584056340474217,0.3737668461659345,0.2090266083382446,0.5602479816940366,0.35122137335579195
